uid,campaign,max_exposure,total_clicks,first_click,early_ctr,later_ctr,ctr_decline,fatigued,campaign_overall_ctr,campaign_total_impressions,hour_of_day,day_of_week,ctr_tier,fatigue_risk,risk_tier
28664120,32368244,13,5,0,0.0,0.45454545454545453,-0.45454545454545453,0,0.4429514916875427,4391,11,0,High CTR,0.09538725,Low Risk
28667040,26852338,8,0,0,0.0,0.0,0.0,0,0.2024367385192127,3201,16,3,Low CTR,0.15528415,Low Risk
28671962,10341182,7,7,1,1.0,1.0,0.0,0,0.4099080091146932,11849,12,5,High CTR,0.30241776,Medium Risk
28672738,9100691,18,9,1,1.0,0.4375,0.5625,1,0.2997159090909091,1408,21,0,Low CTR,0.31032753,Medium Risk
28673468,3406183,5,0,0,0.0,0.0,0.0,0,0.2326530612244897,245,9,6,Low CTR,0.15707812,Low Risk
28675339,2865314,19,0,0,0.0,0.0,0.0,0,0.2063197026022304,2690,18,5,Low CTR,0.14862883,Low Risk
28675339,26091099,9,0,0,0.0,0.0,0.0,0,0.2959183673469387,392,19,2,Low CTR,0.11574455,Low Risk
28676057,21640043,9,1,0,0.5,0.0,0.5,1,0.3226773226773227,1001,22,5,Medium CTR,0.1578782,Low Risk
28680430,26874680,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.2653721682847896,309,14,0,Low CTR,0.43797177,Medium Risk
28680926,5442463,6,0,0,0.0,0.0,0.0,0,0.2583586626139817,329,17,6,Low CTR,0.15623687,Low Risk
28685224,23288223,12,6,0,0.0,0.6,-0.6,0,0.3026315789473684,152,11,6,Low CTR,0.14236307,Low Risk
28692714,30535894,6,2,1,0.5,0.25,0.25,0,0.4848156182212581,1844,9,2,High CTR,0.23593163,Low Risk
28697277,30801593,5,2,1,1.0,0.0,1.0,1,0.3822437910362546,14012,6,3,High CTR,0.40650728,Medium Risk
28703819,21294794,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3874425727411945,1306,12,5,High CTR,0.12521742,Low Risk
28706584,27118781,9,4,1,1.0,0.2857142857142857,0.7142857142857143,1,0.3483691880638445,1441,7,0,Medium CTR,0.33839962,Medium Risk
28707635,10341182,6,5,1,1.0,0.75,0.25,0,0.4099080091146932,11849,17,5,High CTR,0.30241776,Medium Risk
28712129,15184511,6,5,1,1.0,0.75,0.25,0,0.3249780123131046,6822,20,0,Medium CTR,0.27021533,Low Risk
28717274,29427842,7,1,0,0.5,0.0,0.5,1,0.30653990204552,6942,16,1,Medium CTR,0.13733284,Low Risk
28718704,19530182,9,1,1,0.5,0.0,0.5,1,0.4053676265026558,3577,14,5,High CTR,0.3273866,Medium Risk
28720534,32452108,9,5,1,0.5,0.5714285714285714,-0.0714285714285714,0,0.237597911227154,383,19,3,Low CTR,0.5282171,High Risk
28727355,24119481,9,1,1,0.5,0.0,0.5,1,0.2922794117647059,544,15,3,Low CTR,0.41251093,Medium Risk
28731323,13947793,7,1,0,0.0,0.2,-0.2,0,0.3475298126064736,587,22,1,Medium CTR,0.11654128,Low Risk
28732175,7686710,5,1,1,0.5,0.0,0.5,1,0.3438356164383561,2190,9,4,Medium CTR,0.39683375,Medium Risk
28736264,9097339,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3662613981762918,658,22,0,High CTR,0.29816192,Low Risk
28741895,15398570,6,1,0,0.5,0.0,0.5,1,0.3327908089995213,10445,8,2,Medium CTR,0.099541456,Low Risk
28742250,8980584,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3288590604026846,1043,18,4,Medium CTR,0.34780866,Medium Risk
28742440,8710016,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3264812575574365,827,10,0,Medium CTR,0.08408392,Low Risk
28744246,716288,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3096153846153846,2080,15,4,Medium CTR,0.1192178,Low Risk
28746356,20377297,6,3,0,0.5,0.5,0.0,0,0.3174366616989568,671,9,2,Medium CTR,0.120284826,Low Risk
28751441,30535894,6,4,1,1.0,0.5,0.5,0,0.4848156182212581,1844,11,1,High CTR,0.2516699,Low Risk
28754847,7686710,5,0,0,0.0,0.0,0.0,0,0.3438356164383561,2190,19,4,Medium CTR,0.15071677,Low Risk
28758565,9100690,5,1,1,0.5,0.0,0.5,1,0.2849968612680477,1593,9,5,Low CTR,0.41450608,Medium Risk
28766500,10341182,6,1,0,0.5,0.0,0.5,1,0.4099080091146932,11849,9,4,High CTR,0.1550163,Low Risk
28767321,3877975,32,21,0,0.0,0.7,-0.7,0,0.5330882352941176,544,6,0,High CTR,0.10304995,Low Risk
28767321,9095251,48,29,1,1.0,0.5869565217391305,0.4130434782608695,0,0.6272912423625254,982,12,1,High CTR,0.16088758,Low Risk
28768052,2576437,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3901981788966256,3734,13,3,High CTR,0.117967814,Low Risk
28768144,1632451,20,10,0,0.0,0.5555555555555556,-0.5555555555555556,0,0.31875,160,10,0,Medium CTR,0.074701175,Low Risk
28772025,30491418,11,9,1,1.0,0.7777777777777778,0.2222222222222222,0,0.3651655861223059,5707,9,0,Medium CTR,0.299523,Low Risk
28772342,18975823,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.4395967868955741,6349,10,4,High CTR,0.14387666,Low Risk
28774748,2865314,6,0,0,0.0,0.0,0.0,0,0.2063197026022304,2690,8,3,Low CTR,0.11482081,Low Risk
28775331,5867090,7,5,1,1.0,0.6,0.4,0,0.2565543071161049,1602,17,5,Low CTR,0.49276796,Medium Risk
28779540,20377297,8,2,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3174366616989568,671,21,2,Medium CTR,0.1238137,Low Risk
28784133,11765780,14,11,1,0.5,0.8333333333333334,-0.33333333333333337,0,0.6851851851851852,54,13,5,High CTR,0.11919385,Low Risk
28784133,27777499,10,7,1,0.5,0.75,-0.25,0,0.4973684210526315,760,13,1,High CTR,0.22611779,Low Risk
28784133,30535894,6,3,1,0.5,0.5,0.0,0,0.4848156182212581,1844,14,2,High CTR,0.2516699,Low Risk
28786531,23377306,8,6,0,0.0,1.0,-1.0,0,0.2857142857142857,581,11,5,Low CTR,0.11829189,Low Risk
28787659,30535894,9,4,1,0.5,0.42857142857142855,0.07142857142857145,0,0.4848156182212581,1844,16,2,High CTR,0.2516699,Low Risk
28788410,5743167,9,5,1,0.5,0.5714285714285714,-0.0714285714285714,0,0.3278688524590163,183,9,0,Medium CTR,0.31174067,Medium Risk
28788555,20938751,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2991228070175438,1140,11,3,Low CTR,0.11253718,Low Risk
28790887,15398570,9,3,0,0.0,0.42857142857142855,-0.42857142857142855,0,0.3327908089995213,10445,14,4,Medium CTR,0.10886883,Low Risk
28793854,2576437,16,14,1,1.0,0.8571428571428571,0.1428571428571429,0,0.3901981788966256,3734,19,5,High CTR,0.3127179,Medium Risk
28797803,7828339,6,0,0,0.0,0.0,0.0,0,0.2512315270935961,203,12,1,Low CTR,0.12652048,Low Risk
28799326,26998428,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3056426332288401,2552,5,6,Low CTR,0.13181674,Low Risk
28799957,15073876,9,5,0,0.5,0.5714285714285714,-0.0714285714285714,0,0.3073106185908038,3023,7,6,Medium CTR,0.105740674,Low Risk
28799957,30801593,18,14,1,1.0,0.75,0.25,0,0.3822437910362546,14012,13,6,High CTR,0.3337554,Medium Risk
28801226,28920697,6,0,0,0.0,0.0,0.0,0,0.5400340715502555,587,11,2,High CTR,0.085963115,Low Risk
28801536,10474106,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.5068928950159067,943,18,0,High CTR,0.17928466,Low Risk
28802348,7121544,29,13,0,0.5,0.4444444444444444,0.05555555555555558,0,0.3454198473282442,3668,18,5,Medium CTR,0.123632126,Low Risk
28811184,18975823,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.4395967868955741,6349,7,6,High CTR,0.29195166,Low Risk
28812992,27990027,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.4276315789473684,456,16,2,High CTR,0.08907505,Low Risk
28814840,31772643,10,3,0,0.5,0.25,0.25,0,0.446255335661622,5154,8,1,High CTR,0.08904474,Low Risk
28815480,4828346,6,1,0,0.5,0.0,0.5,1,0.2396825396825397,1260,23,1,Low CTR,0.13496968,Low Risk
28817568,15184511,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3249780123131046,6822,9,4,Medium CTR,0.36505514,Medium Risk
28818493,3073302,12,3,0,0.0,0.3,-0.3,0,0.2574257425742574,303,16,2,Low CTR,0.16799226,Low Risk
28819001,21443086,29,9,1,1.0,0.25925925925925924,0.7407407407407407,1,0.3144758735440932,601,7,0,Medium CTR,0.38542873,Medium Risk
28823839,10341182,20,3,0,0.5,0.1111111111111111,0.3888888888888889,1,0.4099080091146932,11849,9,0,High CTR,0.09457734,Low Risk
28827534,30801593,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.3822437910362546,14012,13,0,High CTR,0.26221836,Low Risk
28831684,24378636,6,2,0,0.0,0.5,-0.5,0,0.3019241652518393,3534,6,1,Low CTR,0.14362957,Low Risk
28831768,30801593,5,0,0,0.0,0.0,0.0,0,0.3822437910362546,14012,15,6,High CTR,0.1520419,Low Risk
28832713,12121528,18,15,1,0.5,0.875,-0.375,0,0.3713027061044682,1589,17,0,High CTR,0.30604056,Medium Risk
28832713,18916125,6,4,1,1.0,0.5,0.5,0,0.2452830188679245,159,13,4,Low CTR,0.6155732,High Risk
28832802,5544859,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.498805256869773,1674,14,1,High CTR,0.2516699,Low Risk
28839139,30368132,5,1,1,0.5,0.0,0.5,1,0.3061855670103093,1940,4,0,Low CTR,0.38167673,Medium Risk
28840953,23817046,9,2,1,0.5,0.14285714285714285,0.35714285714285715,1,0.3949640287769784,2780,9,0,High CTR,0.31454772,Medium Risk
28843154,5544859,12,10,1,1.0,0.8,0.19999999999999996,0,0.498805256869773,1674,8,3,High CTR,0.23593163,Low Risk
28844148,12289574,6,0,0,0.0,0.0,0.0,0,0.3335826477187734,1337,18,5,Medium CTR,0.13241483,Low Risk
28848551,2946551,30,28,1,1.0,0.9285714285714286,0.0714285714285714,0,0.5980662983425414,1448,18,0,High CTR,0.06644249,Low Risk
28848658,8710017,6,5,1,1.0,0.75,0.25,0,0.3901996370235934,551,9,5,High CTR,0.29223794,Low Risk
28861696,8980571,6,3,0,0.5,0.5,0.0,0,0.3640406607369759,1574,12,2,Medium CTR,0.10195964,Low Risk
28862705,14661605,7,0,0,0.0,0.0,0.0,0,0.3218811602365531,3551,7,6,Medium CTR,0.10667342,Low Risk
28862959,15398570,10,6,0,0.5,0.625,-0.125,0,0.3327908089995213,10445,16,5,Medium CTR,0.14690845,Low Risk
28865751,32135670,6,4,1,1.0,0.5,0.5,0,0.2420749279538905,1388,15,1,Low CTR,0.5738317,High Risk
28878008,16184517,5,0,0,0.0,0.0,0.0,0,0.2247873633049817,1646,7,5,Low CTR,0.11496857,Low Risk
28878363,5544859,8,8,1,1.0,1.0,0.0,0,0.498805256869773,1674,2,0,High CTR,0.132723,Low Risk
28880914,28137208,5,2,1,1.0,0.0,1.0,1,0.3415285943345804,1871,21,6,Medium CTR,0.38821942,Medium Risk
28881484,31084986,13,2,0,0.0,0.18181818181818182,-0.18181818181818182,0,0.3989361702127659,188,11,0,High CTR,0.07592976,Low Risk
28882775,24867560,5,0,0,0.0,0.0,0.0,0,0.3259141494435612,629,6,1,Medium CTR,0.13535967,Low Risk
28883362,10341182,5,4,1,0.5,1.0,-0.5,0,0.4099080091146932,11849,12,5,High CTR,0.30241776,Medium Risk
28886560,1869938,11,2,0,0.0,0.2222222222222222,-0.2222222222222222,0,0.3970588235294117,68,18,3,High CTR,0.1495161,Low Risk
28887043,19129839,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.2885245901639344,2745,17,1,Low CTR,0.39581162,Medium Risk
28889130,6810200,15,15,1,1.0,1.0,0.0,0,0.3090087181143042,3097,6,0,Medium CTR,0.38702488,Medium Risk
28890946,28739284,14,6,1,0.5,0.4166666666666667,0.08333333333333331,0,0.343026706231454,1685,10,2,Medium CTR,0.3584752,Medium Risk
28892394,6686701,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3614945702190318,5433,16,0,Medium CTR,0.32064077,Medium Risk
28897415,32009848,16,1,1,0.5,0.0,0.5,1,0.2164141414141414,3960,5,3,Low CTR,0.56174403,High Risk
28902312,30491418,9,1,0,0.0,0.14285714285714285,-0.14285714285714285,0,0.3651655861223059,5707,17,5,Medium CTR,0.15803358,Low Risk
28913564,8892339,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.327683615819209,885,19,0,Medium CTR,0.10106969,Low Risk
28914094,10960760,16,10,1,1.0,0.5714285714285714,0.4285714285714286,0,0.4245742092457421,822,5,6,High CTR,0.2895684,Low Risk
28916765,10341182,13,12,1,1.0,0.9090909090909091,0.09090909090909094,0,0.4099080091146932,11849,10,0,High CTR,0.22807749,Low Risk
28920443,29427842,7,3,0,0.0,0.6,-0.6,0,0.30653990204552,6942,14,5,Medium CTR,0.10223308,Low Risk
28922177,7686710,11,5,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3438356164383561,2190,20,1,Medium CTR,0.31128114,Medium Risk
28922424,19129839,20,11,1,1.0,0.5,0.5,0,0.2885245901639344,2745,15,0,Low CTR,0.37313247,Medium Risk
28923235,2869134,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.2993051843933725,1871,12,0,Low CTR,0.36218172,Medium Risk
28924932,15184511,32,18,1,0.5,0.5666666666666667,-0.06666666666666665,0,0.3249780123131046,6822,19,2,Medium CTR,0.30367503,Medium Risk
28926747,5686703,5,5,1,1.0,1.0,0.0,0,0.356539035305818,2011,16,0,Medium CTR,0.30813372,Medium Risk
28926747,12289574,8,4,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3335826477187734,1337,19,4,Medium CTR,0.33028907,Medium Risk
28928528,3144706,8,7,1,1.0,0.8333333333333334,0.16666666666666663,0,0.3051742344244984,947,3,6,Low CTR,0.27807054,Low Risk
28938096,8500299,5,0,0,0.0,0.0,0.0,0,0.4819672131147541,305,12,5,High CTR,0.079165995,Low Risk
28943084,3884873,6,1,1,0.5,0.0,0.5,1,0.4230769230769231,442,12,6,High CTR,0.29782024,Low Risk
28943088,32323516,5,0,0,0.0,0.0,0.0,0,0.2647887323943662,3550,15,2,Low CTR,0.10141107,Low Risk
28943214,9700343,6,4,1,1.0,0.5,0.5,0,0.3953488372093023,301,18,4,High CTR,0.2968654,Low Risk
28943214,19129839,11,3,0,0.5,0.2222222222222222,0.2777777777777778,1,0.2885245901639344,2745,21,1,Low CTR,0.12145234,Low Risk
28943918,13104554,6,2,0,0.0,0.5,-0.5,0,0.3086124401913875,418,10,5,Medium CTR,0.12575929,Low Risk
28944891,12042373,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2667410714285714,896,12,6,Low CTR,0.16561003,Low Risk
28951050,32368244,9,8,1,1.0,0.8571428571428571,0.1428571428571429,0,0.4429514916875427,4391,9,4,High CTR,0.3191954,Medium Risk
28960168,32135670,5,1,1,0.5,0.0,0.5,1,0.2420749279538905,1388,21,4,Low CTR,0.5838042,High Risk
28961874,10341182,11,7,1,1.0,0.5555555555555556,0.4444444444444444,0,0.4099080091146932,11849,18,1,High CTR,0.24887504,Low Risk
28961964,29427842,7,6,1,1.0,0.8,0.19999999999999996,0,0.30653990204552,6942,7,3,Medium CTR,0.37269655,Medium Risk
28963559,6886817,7,5,1,1.0,0.6,0.4,0,0.4006532389765923,1837,12,1,High CTR,0.31527248,Medium Risk
28965465,497593,6,0,0,0.0,0.0,0.0,0,0.3965014577259475,5831,15,6,High CTR,0.14495014,Low Risk
28965854,30801593,12,8,1,1.0,0.6,0.4,0,0.3822437910362546,14012,15,3,High CTR,0.30266327,Medium Risk
28970703,23817046,7,4,1,1.0,0.4,0.6,1,0.3949640287769784,2780,7,5,High CTR,0.33135408,Medium Risk
28973863,24378636,5,4,1,0.5,1.0,-0.5,0,0.3019241652518393,3534,8,0,Low CTR,0.42026353,Medium Risk
28981442,11959615,5,5,1,1.0,1.0,0.0,0,0.6377063423110338,1151,9,3,High CTR,0.16228391,Low Risk
28983517,10341182,6,3,1,0.5,0.5,0.0,0,0.4099080091146932,11849,15,4,High CTR,0.30127352,Medium Risk
28985456,25419531,6,5,0,0.5,1.0,-0.5,0,0.32,1675,19,2,Medium CTR,0.12400641,Low Risk
28988255,13104554,6,5,1,0.5,1.0,-0.5,0,0.3086124401913875,418,17,0,Medium CTR,0.36199233,Medium Risk
28988515,15574227,17,11,1,1.0,0.6,0.4,0,0.3763837638376384,271,11,1,High CTR,0.33085713,Medium Risk
28992604,9100693,5,1,0,0.5,0.0,0.5,1,0.3554858934169279,3190,12,0,Medium CTR,0.08077977,Low Risk
28992954,13947793,10,8,1,0.5,0.875,-0.375,0,0.3475298126064736,587,9,6,Medium CTR,0.35546997,Medium Risk
28994915,5121547,11,6,1,0.5,0.5555555555555556,-0.05555555555555558,0,0.4407744874715262,878,19,3,High CTR,0.23623797,Low Risk
28997177,8710017,16,8,1,0.5,0.5,0.0,0,0.3901996370235934,551,17,0,High CTR,0.2527899,Low Risk
28997796,32368244,9,4,0,0.5,0.42857142857142855,0.07142857142857145,0,0.4429514916875427,4391,14,0,High CTR,0.09076771,Low Risk
28998006,17288254,7,3,1,0.5,0.4,0.09999999999999998,0,0.3479359730412805,1187,19,3,Medium CTR,0.30436462,Medium Risk
29000641,26852339,6,2,0,0.5,0.25,0.25,0,0.202249938860357,4089,18,4,Low CTR,0.17298286,Low Risk
29002129,10341182,10,10,1,1.0,1.0,0.0,0,0.4099080091146932,11849,18,0,High CTR,0.21845528,Low Risk
29006586,26852338,6,0,0,0.0,0.0,0.0,0,0.2024367385192127,3201,15,2,Low CTR,0.10489659,Low Risk
29007434,12700454,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.3402722177742194,1249,21,1,Medium CTR,0.28603187,Low Risk
29008560,15398570,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3327908089995213,10445,9,5,Medium CTR,0.34369832,Medium Risk
29008816,9610626,16,6,0,0.0,0.42857142857142855,-0.42857142857142855,0,0.2860110803324099,1444,7,1,Low CTR,0.10357127,Low Risk
29012981,6228543,10,0,0,0.0,0.0,0.0,0,0.2691867124856815,873,11,3,Low CTR,0.14611834,Low Risk
29017472,17686799,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.2946739671478347,12054,13,5,Low CTR,0.107941136,Low Risk
29017962,31129938,5,0,0,0.0,0.0,0.0,0,0.2523510971786833,638,19,1,Low CTR,0.11769909,Low Risk
29019258,12121528,5,4,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3713027061044682,1589,17,4,High CTR,0.34936997,Medium Risk
29023304,10341182,20,12,0,0.5,0.6111111111111112,-0.11111111111111116,0,0.4099080091146932,11849,18,0,High CTR,0.09515357,Low Risk
29024050,16823030,7,0,0,0.0,0.0,0.0,0,0.3198768388641806,2923,18,3,Medium CTR,0.13016197,Low Risk
29024050,20458055,6,2,0,0.0,0.5,-0.5,0,0.2061068702290076,786,9,1,Low CTR,0.12254722,Low Risk
29029639,18975823,13,2,1,0.5,0.09090909090909091,0.40909090909090906,1,0.4395967868955741,6349,9,5,High CTR,0.3136776,Medium Risk
29029702,29427842,11,5,1,1.0,0.3333333333333333,0.6666666666666667,1,0.30653990204552,6942,17,2,Medium CTR,0.3580913,Medium Risk
29032423,10341182,9,0,0,0.0,0.0,0.0,0,0.4099080091146932,11849,13,0,High CTR,0.08999313,Low Risk
29035760,32452111,9,0,0,0.0,0.0,0.0,0,0.3319703552261692,3913,18,2,Medium CTR,0.12715498,Low Risk
29039861,22589171,5,1,0,0.5,0.0,0.5,1,0.1707746478873239,568,11,6,Low CTR,0.14567974,Low Risk
29040070,5316929,10,2,1,0.5,0.125,0.375,1,0.2134570765661252,431,17,3,Low CTR,0.54031366,High Risk
29040262,26852338,5,1,1,0.5,0.0,0.5,1,0.2024367385192127,3201,20,0,Low CTR,0.45458162,Medium Risk
29042178,11938638,8,1,1,0.5,0.0,0.5,1,0.2394881170018281,1094,10,4,Low CTR,0.6294004,High Risk
29043940,32398755,38,28,1,1.0,0.7222222222222222,0.2777777777777778,0,0.4148397976391231,593,8,0,High CTR,0.303979,Medium Risk
29056582,15398570,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.3327908089995213,10445,18,1,Medium CTR,0.1141721,Low Risk
29057100,2576437,6,2,0,0.0,0.5,-0.5,0,0.3901981788966256,3734,8,1,High CTR,0.11879455,Low Risk
29057394,30491418,8,2,0,0.5,0.16666666666666666,0.33333333333333337,1,0.3651655861223059,5707,18,0,Medium CTR,0.1345386,Low Risk
29060362,4814007,6,1,1,0.5,0.0,0.5,1,0.3121951219512195,1435,19,1,Medium CTR,0.35149306,Medium Risk
29062490,26852338,6,1,1,0.5,0.0,0.5,1,0.2024367385192127,3201,22,5,Low CTR,0.59336317,High Risk
29063850,4869922,7,2,1,0.5,0.2,0.3,1,0.4405204460966542,1076,9,1,High CTR,0.2672255,Low Risk
29064460,30752994,11,7,1,1.0,0.5555555555555556,0.4444444444444444,0,0.3781965006729475,1486,18,3,High CTR,0.27733558,Low Risk
29064491,2576437,14,8,0,0.0,0.6666666666666666,-0.6666666666666666,0,0.3901981788966256,3734,4,2,High CTR,0.16250658,Low Risk
29064548,31772643,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.446255335661622,5154,21,5,High CTR,0.3678345,Medium Risk
29066981,8980585,7,0,0,0.0,0.0,0.0,0,0.3178807947019867,1208,20,1,Medium CTR,0.12709936,Low Risk
29070988,32452111,5,0,0,0.0,0.0,0.0,0,0.3319703552261692,3913,13,5,Medium CTR,0.110976934,Low Risk
29071508,17321082,67,60,1,1.0,0.8923076923076924,0.10769230769230764,0,0.366504854368932,2472,19,0,High CTR,0.29527077,Low Risk
29072367,2576437,6,0,0,0.0,0.0,0.0,0,0.3901981788966256,3734,12,2,High CTR,0.11318332,Low Risk
29072697,29427842,6,0,0,0.0,0.0,0.0,0,0.30653990204552,6942,10,0,Medium CTR,0.0879218,Low Risk
29072767,5044698,32,27,1,1.0,0.8333333333333334,0.16666666666666663,0,0.3453772582359192,3764,8,0,Medium CTR,0.34797043,Medium Risk
29075261,13445189,12,5,0,0.5,0.4,0.09999999999999998,0,0.2298387096774193,248,9,0,Low CTR,0.09798663,Low Risk
29075261,17686799,12,3,0,0.5,0.2,0.3,1,0.2946739671478347,12054,12,1,Low CTR,0.08733206,Low Risk
29076598,5612724,15,12,1,1.0,0.7692307692307693,0.23076923076923073,0,0.281437125748503,167,7,5,Low CTR,0.4635839,Medium Risk
29077200,5061834,6,3,0,0.5,0.5,0.0,0,0.2671499107049059,9519,10,2,Low CTR,0.12123483,Low Risk
29077803,17288254,7,0,0,0.0,0.0,0.0,0,0.3479359730412805,1187,13,6,Medium CTR,0.13741769,Low Risk
29081944,28137208,7,0,0,0.0,0.0,0.0,0,0.3415285943345804,1871,14,0,Medium CTR,0.077915095,Low Risk
29085385,29427842,6,2,0,0.0,0.5,-0.5,0,0.30653990204552,6942,20,6,Medium CTR,0.1424553,Low Risk
29089332,10341182,5,0,0,0.0,0.0,0.0,0,0.4099080091146932,11849,17,4,High CTR,0.15728019,Low Risk
29090995,19602309,14,12,1,1.0,0.8333333333333334,0.16666666666666663,0,0.3251908396946565,3930,20,0,Medium CTR,0.31438586,Medium Risk
29102561,7121544,5,0,0,0.0,0.0,0.0,0,0.3454198473282442,3668,8,0,Medium CTR,0.0857053,Low Risk
29102768,19129839,5,3,0,0.5,0.6666666666666666,-0.16666666666666663,0,0.2885245901639344,2745,11,1,Low CTR,0.10603725,Low Risk
29105070,14102485,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.2753950338600451,443,12,5,Low CTR,0.45942968,Medium Risk
29106221,31772643,9,7,1,1.0,0.7142857142857143,0.2857142857142857,0,0.446255335661622,5154,17,2,High CTR,0.31936756,Medium Risk
29106739,20717215,5,1,0,0.0,0.3333333333333333,-0.3333333333333333,0,0.320855614973262,374,13,5,Medium CTR,0.119863816,Low Risk
29107377,32452111,5,0,0,0.0,0.0,0.0,0,0.3319703552261692,3913,13,0,Medium CTR,0.07991299,Low Risk
29109566,32368244,5,3,1,0.5,0.6666666666666666,-0.16666666666666663,0,0.4429514916875427,4391,13,0,High CTR,0.32417876,Medium Risk
29111309,26891650,5,2,0,0.5,0.3333333333333333,0.16666666666666669,0,0.3238938053097345,1130,2,5,Medium CTR,0.12854044,Low Risk
29113964,2865314,7,4,1,1.0,0.4,0.6,1,0.2063197026022304,2690,14,4,Low CTR,0.5612069,High Risk
29119115,5044698,8,6,1,1.0,0.6666666666666666,0.33333333333333337,0,0.3453772582359192,3764,5,1,Medium CTR,0.38215145,Medium Risk
29119115,19602309,9,7,1,0.5,0.8571428571428571,-0.3571428571428571,0,0.3251908396946565,3930,6,1,Medium CTR,0.38376856,Medium Risk
29122188,3892353,7,2,0,0.5,0.2,0.3,1,0.3252710592160133,1199,20,1,Medium CTR,0.12709936,Low Risk
29126195,787943,8,1,0,0.0,0.16666666666666666,-0.16666666666666666,0,0.2684931506849315,1095,12,3,Low CTR,0.13937497,Low Risk
29126195,29427842,5,0,0,0.0,0.0,0.0,0,0.30653990204552,6942,18,0,Medium CTR,0.10783925,Low Risk
29127734,27990027,25,21,0,0.5,0.8695652173913043,-0.3695652173913043,0,0.4276315789473684,456,20,1,High CTR,0.067549706,Low Risk
29130774,15398570,8,6,1,0.5,0.8333333333333334,-0.33333333333333337,0,0.3327908089995213,10445,13,6,Medium CTR,0.36061674,Medium Risk
29131743,5044698,15,1,0,0.0,0.07692307692307693,-0.07692307692307693,0,0.3453772582359192,3764,8,0,Medium CTR,0.0857053,Low Risk
29131743,19602309,6,2,0,0.0,0.5,-0.5,0,0.3251908396946565,3930,12,2,Medium CTR,0.10555696,Low Risk
29138103,716288,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.3096153846153846,2080,8,4,Medium CTR,0.42509186,Medium Risk
29139734,28795042,5,0,0,0.0,0.0,0.0,0,0.2601381796335236,3329,6,0,Low CTR,0.08739101,Low Risk
29143772,10341182,7,4,1,0.5,0.6,-0.09999999999999998,0,0.4099080091146932,11849,5,6,High CTR,0.32562205,Medium Risk
29151931,13422843,7,0,0,0.0,0.0,0.0,0,0.3573148705599037,3322,7,0,Medium CTR,0.08236153,Low Risk
29155370,19129839,9,3,0,0.0,0.42857142857142855,-0.42857142857142855,0,0.2885245901639344,2745,9,6,Low CTR,0.12141767,Low Risk
29155437,28351001,5,1,0,0.5,0.0,0.5,1,0.5881664716697309,5983,14,5,High CTR,0.12847762,Low Risk
29160651,26852338,7,2,1,0.5,0.2,0.3,1,0.2024367385192127,3201,21,3,Low CTR,0.475364,Medium Risk
29162949,2865315,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.5041322314049587,605,18,0,High CTR,0.18990949,Low Risk
29163702,11843320,6,0,0,0.0,0.0,0.0,0,0.2763157894736842,684,10,1,Low CTR,0.13827887,Low Risk
29165800,30801593,5,2,1,0.5,0.3333333333333333,0.16666666666666669,0,0.3822437910362546,14012,12,4,High CTR,0.31629607,Medium Risk
29166437,3291800,5,3,1,1.0,0.3333333333333333,0.6666666666666667,1,0.2977461447212337,843,22,3,Low CTR,0.35017484,Medium Risk
29168075,12407222,6,3,1,1.0,0.25,0.75,1,0.4372294372294372,231,13,0,High CTR,0.26360378,Low Risk
